crop_cd	manu_gubun	cho_exp	icept	exp_slope	fert_exp	min_base	mid_base	max_base	min_fert	mid_fert1	mid_fert2	max_fert	base_fert	pre_fert	post_fert				
01006	2	2				2		6	10.9	10		9.1	0.4						
01006	3																		
01006	4																		
01007	1																		
01007	2	2				10		20	6.5	6		5.5	1						
01007	3																		
01007	4																		
01008	1																		
01008	2	2				2		6	6.5	6		5.5	1						
01008	3																		
01008	4																		
01009	1																		
01009	2	2				10		20	9.8	9		8.2	1						
01009	3																		
01009	4														1				
01010	1																		
01010	2	2				2		6	9.8	9		8.2	1						
01010	3																		
01010	4														1				
01011	1																		
01011	2	2				10		20	15.5	14.2		12.9	1						
01011	3																		
01011	4														1				
01012	1																		
01012	2	2				2		6	19.6	18		16.4	1						
01012	3																		
01012	4														1				
01013	1																		
01013	2	2				10		20	6.3	5.8		5.3	1						
01013	3																		
01013	4														1				
01014	1																		
01014	2	2				2		6	6.3	5.8		5.3	1						
01014	3																		
01014	4														1				
01015	1																		
01015	2	2				10		20	6.5	6		5.5	1						
01015	3																		
01015	4														1				
01016	1																		
01016	2	2				2		6	6.5	6		5.5	1						
01016	3																		
01016	4														1				
01017	1																		
01017	2	2				2		6	15.5	14.2		12.9	1						
01017	3																		
01017	4														1				
01018	1																		
01018	2	2				10		20	19.6	18		16.4	1						
01018	3																		
01018	4														1				
01019	1																		
01019	2	2				10		20	15.3	14		12.7	0.4						
01019	3																		
01019	4														1				
01020	1																		
01020	2	2				2		6	15.3	14		12.7	0.4						
01020	3																		
01020	4														1				
01021	1																		
01021	2	2				10		20	10.9	10		9.1	0.35						
01021	3																		
01021	4														0.35				
01022	1																		
01022	2	2				2		6	10.9	10		9.1	0.35						
01022	3																		
01022	4														0.35				
01023	1																		
01023	2	2				10		20	35.5	32.5		29.5	0.35						
01023	3																		
01023	4														0.55				
01024	1																		
01024	2	2				2		6	35.5	32.5		29.5	0.35						
01024	3																		
01024	4														0.55				
01025	1																		
01025	2	2				10		20	17.5	16		14.5	0.6						
01025	3																		
01025	4														0.65				
01026	1																		
01026	2	2				2		6	17.5	16		14.5	0.6						
01026	3																		
01026	4														0.65				
01027	1																		
01027	2	2				10		20	15.3	14		12.7	0.35						
01027	3																		
01027	4														0.5				
01028	1																		
01028	2	2				2		6	15.3	14		12.7	0.35						
01028	3																		
01028	4														0.5				
01029	1																		
01029	2	2				10		20	13.1	12		10.9	0.35						
01029	3																		
01029	4														0.4				
01030	1																		
01030	2	2				2		6	13.1	12		10.9	0.35						
01030	3																		
01030	4														0.4				
01031	1																		
01031	2	2				10		20	17.5	16		14.5	0.35						
01031	3																		
01031	4														0.4				
01032	1																		
01032	2	2				2		6	17.5	16		14.5	0.35						
01032	3																		
01032	4														0.4				
01033	1																		
01033	2	2				10		20	10.3	9.4		8.5	1						
01033	3																		
01033	4														1				
01034	1																		
01034	2	2				2		6	5.2	4.8		4.4	1						
01034	3																		
01034	4														1				
01035	1	2				10		20	1500	1000		500							
01035	2	2				10		20	14.2	13		11.8	0.5						
01035	3	2				200	400	600	22	20	17	14.4		1					
01035	4	2				0.5	1	1.5	15	13	10.4	8.3		0.3	0.3				
01036	1	2				10		20	2000	1500		1000							
01036	2	2				10		20	19.2	18		16.4	0.5						
01036	3	2				200	400	600	34.6	31.5	26.8	22.8		1					
01036	4	2				0.5	1	1.5	21.8	19	15.2	12.2		0.3	0.3				
01037	1	2				10		20	2500	2000		1500							
01037	2	2				10		20	27.3	25		22.7	0.5						
01037	3	2				200	400	600	41.22	37.5	31.9	27.1		1					
01037	4	2				0.5	1	1.5	28.7	25	20	16		0.3	0.3				
01038	1	2				10		20	3000	2500		2000							
01038	2	2				10		20	30.5	28		25.5	0.5						
01038	3	2				200	400	600	44	40	34	28.9		1					
01038	4	2				0.5	1	1.5	29.9	26	20.8	16.6		0.3	0.3				
01039	1	2				2		6	1500	1000		500							
01039	2	2				10		20	14.2	13		11.8	0.5						
01039	3	2				200	400	600	11	10	8.5	7.2		1					
01039	4	2				0.5	1	1.5	9.2	8	6.4	5.1		0.3	0.3				
01040	1	2				2		6	2000	1500		1000							
01040	2	2				10		20	16.4	15		13.6	0.5						
01040	3	2				200	400	600	16	14.5	12.3	10.5		1					
01040	4	2				0.5	1	1.5	14.4	12.5	10	8		0.3	0.3				
01041	1	2				2		6	2500	2000		1500							
01041	2	2				10		20	20.7	19		17.3	0.5						
01041	3	2				200	400	600	19.8	18	15.3	13		1					
01041	4	2				0.5	1	1.5	17.2	15	12	9.6		0.3	0.3				
01042	1	2				2		6	3000	2500		2000							
01042	2	2				10		20	26.2	24		21.2	0.5						
01042	3	2				200	400	600	22	20	17	14.5		1					
01042	4	2				0.5	1	1.5	22.4	19.5	15.6	12.5		0.3	0.3				
02001	1																		
02001	2																		
02001	3																		
02001	4																		
02002	1																		
02002	2																		
02002	3																		
02002	4																		
02003	1																		
02003	2																		
02003	3																		
02003	4																		
02004	1																		
02004	2																		
02004	3																		
02004	4																		
02005	1																		
02005	2																		
02005	3																		
02005	4																		
02006	1																		
02006	2																		
02006	3																		
02006	4																		
02007	1																		
02007	2																		
02007	3																		
02007	4																		
02008	1																		
02008	2																		
02008	3																		
02008	4																		
02009	1																		
02009	2																		
02009	3																		
02009	4																		
02010	1																		
02010	2																		
02010	3																		
02010	4																		
02011	1																		
02011	2																		
02011	3																		
02011	4																		
02012	1																		
02012	2																		
02012	3																		
02012	4																		
02013	1																		
02013	2																		
02013	3																		
02013	4																		
02014	1																		
02014	2																		
02014	3																		
02014	4																		
02015	1																		
02015	2																		
02015	3																		
02015	4																		
02016	1																		
02016	2																		
02016	3																		
02016	4																		
02017	1	2				2		3	2000	1500									
02017	2	1	15.017	-3.76	EC								0.4						
02017	3	1	12.734	-0.005	p2o5								1						
02017	4	1	17.661	-14.629	k/sqrt(ca+mg)								0.6						
02017	5	1	15.017	-0.075	NO3N								0.4						
02018	1																		
02018	2																		
02018	3																		
02018	4																		
02019	1																		
02019	2																		
02019	3																		
02019	4																		
02020	1	2				2.5		3	2000	1500									
02020	2	1	11.593	-0.98	om								0.5						
02020	3	1	6.207	-0.005	p2o5								0.5						
02020	4	1	5.545	-3.363	k								0.5						
02021	1	2				2.5		3	2500	2000									
02021	2	1	20.303	-1.72	om								0.43						
02021	3	1	10.87	-0.009	p2o5								0.43						
02021	4	1	9.711	-5.889	k								0.43						
02023	1	2				2		3	2000	1500		1000							
02023	2	1	23.209	-5.05	om								0.5	4.4					
02023	3	1	40.758	-13.316	log(p2o5)								1	8					
02023	4	1			10^(1.379-1.544*k)								1	3.7					
02024	1	3												1500					
02024	2	3											0.3	3.8					
02024	3	3											1	1.5					
02024	4	3											0.4	1					
02025	1	2				2		3	1500	1000									
02025	2	1	16.329	-0.98	om								1						
02025	3	1	12.469	-0.014	p2o5								1						
02025	4	1	21.73	-10.156	k								1						
02026	1	2				2.5		3.5	2500	2000									
02026	2	3											0.55						
02026	3	3											1						
02026	4	1	34.18	-60.189	k/sqrt(ca+mg)								0.6						
02027	1	2				2		3	2000	1500									
02027	2	2				2		3	24	20		16	0.3						
02027	3	1	23.116	-0.027	p2o5								1						
02027	4	1	22.621	-32.583	k/sqrt(ca+mg)								0.65						
02028	1	2				2		3	2000	1500									
02028	2	2				2		3	18	15		12	0.3						
02028	3	1	11.558	-0.013	p2o5								1						
02028	4	1	11.311	-16.292	k/sqrt(ca+mg)								0.65						
02029	1	2				2		3	2000	1500									
02029	2	2				2		3	30.2	25.2		20.2	0.35						
02029	3	1	23.778	-0.038	p2o5								1						
02029	4	1	17.59	-30.945	k/sqrt(ca+mg)								0.5						
02030	1	2				2		3	2000	1500									
02030	2	1	40.4	-1.556	om								0.5						
02030	3	1	20.3	-0.023	p2o5								1						
02030	4	1	29.3	-9.38	k								0.7						
02031	1	2				1		2	3000	2500									
02031	2	1	31.4	-5.63	om								0.5						
02031	3	1	17.3	-0.006	p2o5								1						
02031	4	1	31.5	-8.863	k								0.7						
02032	1	2				2.5		3.5	2500	2000									
02032	2	2				2.5		3.5	23.3	19.4		15.5	0.35						
02032	3	1	30.461	-0.049	p2o5								1						
02032	4	1	28.496	-50.131	k/sqrt(ca+mg)								0.4						
02033	1	2				2.5		3.5	2000	1500									
02033	2	1	38.351	-5.12	om								0.35						
02033	3	1	132.4	-46.63	log(p2o5)								1						
02033	4	1	34.767	-92.286	k/sqrt(ca+mg)								0.55						
02034	1	2				2		3	2000	1500									
02034	2	2				2		3	18.2	15.2		12.2	0.4						
02034	3	1	84.251	-29.686	log(p2o5)								1						
02034	4	1	29.904	-84.634	k/sqrt(ca+mg)								0.6						
02035	1	2				2		3	2000	1500									
02035	2	1	15.017	-3.76	EC								0.4						
02035	3	1	84.251	-29.686	log(p2o5)								1						
02035	4	1	29.904	-84.634	k/sqrt(ca+mg)								0.6						
02035	5	1	15.017	-0.075	NO3N								0.4						
02036	1	2				2.5		3.5	2000	1500									
02036	2	3											0.35						
02036	3	1	185.895	-65.47	p2o5								1						
02036	4	1	42.367	-119.909	k/sqrt(ca+mg)								0.55						
02037	1	2				2.5		3.5	2000	1500									
02037	2	1	15.1	-1.205	EC								1						
02037	3	1	12.5	-0.0073	p2o5								1						
02037	4	1	13.2	-0.9586	k								1						
02037	5	1	15.1	-0.0176	NO3N								1						
02038	1	2				2.5		3.5	2000	1500									
02038	2	1	9.5	-0.5806	EC								0.62						
02038	3	1	7.7	-0.003	p2o5								1						
02038	4	1	7.9	-0.6275	k								1						
02038	5	1	9.5	-0.0111	NO3N								0.83						
02047	1	3												1500					
02047	2	3											0.5	7.5					
02047	3	3											1	9					
02047	4	3											0.5	4.5					
02048	1	2				2.5		3.5	2000	1500									
02048	2	1	25.2	-0.368	om								0.3						
02048	3	1	17.3	-0.0022	p2o5								1						
02048	4	1	11.4	-3.9975	k								0.3						
02049	1	3												1500					
02049	2	3											1	6					
02049	3	3											1	8.7					
02049	4	3											1	6.5					
02050	1	3												1500					
02050	2	3											1	13.7					
02050	3	3											1	8.4					
02050	4	3											1	12.1					
02051	1	2				2.5		3.5	2000	1500									
02051	2	1	24.5	-0.525	om								0.4						
02051	3	1	6.9	-0.0041	p2o5								1						
02051	4	1	8	-4.3818	k								0.5						
02052	1	2				2.5		3.5	1000	700				700					
02052	2	2				1.5		2.5	2	2		2	0.6	1.2					
02052	3	2				350	550	750	1	1	1	1	1	1					
02052	4	2				0.5	0.8	1.1	1	1	1	1	0.6	0.6					
02053	1	2				2.5		3.5	1500	1000				1000					
02053	2	2				1.5		2.5	4	3		2	0.6	1.2					
02053	3	2				350	550	750	2	1.5	1	1	1	1					
02053	4	2				0.5	0.8	1.1	3	2.5	2	2	0.6	1.2					
02054	1	2				2.5		3.5	2000	1500				1500					
02054	2	2				1.5		2.5	8	6.5		5	0.6	3					
02054	3	2				350	550	750	5	3.5	2	2	1	2					
02054	4	2				0.5	0.8	1.1	5	4	3	3	0.6	1.8					
02055	1	2				2.5		3.5	2500	2000				2000					
02055	2	2				1.5		2.5	15	12.5		10	0.6	6					
02055	3	2				350	550	750	8	6.5	5	3	1	5					
02055	4	2				0.5	0.8	1.1	12	10	6.5	3	0.6	4.8					
02056	1	2				2.5		3.5	3000	2500				2500					
02056	2	2				1.5		2.5	20	17.5		15	0.6	9					
02056	3	2				350	550	750	12	10	6.5	3	1	8					
02056	4	2				0.5	0.8	1.1	20	16	9.5	3	0.6	7.2					
02057	1	2				2.5		3.5	1000	700				700					
02057	2	2				1.5		2.5	2	2		2	0.6	1.2					
02057	3	2				350	550	750	1	1	1	1	1	1					
02057	4	2				0.5	0.8	1.1	1	1	1	1	0.6	0.6					
02058	1	2				2.5		3.5	1500	1000				1000					
02058	2	2				1.5		2.5	4	3		2	0.6	2.4					
02058	3	2				350	550	750	2	1.5	1	1	1	2					
02058	4	2				0.5	0.8	1.1	3	2.5	2	2	0.6	1.8					
02059	1	2				2.5		3.5	2000	1500				1500					
02059	2	2				1.5		2.5	8	6.5		5	0.6	4.8					
02059	3	2				350	550	750	5	3.5	2	2	1	5					
02059	4	2				0.5	0.8	1.1	5	4	3	3	0.6	3					
02060	1	2				2.5		3.5	2500	2000				2000					
02060	2	2				1.5		2.5	15	12.5		10	0.6	9					
02060	3	2				350	550	750	8	6.5	5	3	1	8					
02060	4	2				0.5	0.8	1.1	12	10	6.5	3	0.6	7.2					
02061	1	2				2.5		3.5	3000	2500				2500					
02061	2	2				1.5		2.5	20	17.5		15	0.6	12					
02061	3	2				350	550	750	12	10	6.5	3	1	12					
02061	4	2				0.5	0.8	1.1	20	16	9.5	3	0.6	12					
02062	1	2				2.5		3.5	1000	700				700					
02062	2	2				1.5		2.5	2	2		2	0.7	1.4					
02062	3	2				350	550	750	1	1	1	1	1	1					
02062	4	2				0.5	0.8	1.1	1	1	1	1	0.5	0.5					
02063	1	2				2.5		3.5	1500	1000				1000					
02063	2	2				1.5		2.5	6	4.5		3	0.7	4.2					
02063	3	2				350	550	750	4	3.5	3	3	1	4					
02063	4	2				0.5	0.8	1.1	5	4	3	3	0.5	2.5					
02064	1	2				2.5		3.5	2000	1500				1500					
02064	2	2				1.5		2.5	15	12.5		10	0.7	10.5					
02064	3	2				350	550	750	8	6.5	5	3	1	8					
02064	4	2				0.5	0.8	1.1	12	10	6.5	3	0.5	6					
02065	1	2				2.5		3.5	2500	2000				2000					
02065	2	2				1.5		2.5	20	18.5		17	0.7	14					
02065	3	2				350	550	750	13	10.5	7	3	1	13					
02065	4	2				0.5	0.8	1.1	20	17.5	11	3	0.5	10					
02066	1	2				2.5		3.5	3000	2500				2500					
02066	2	2				1.5		2.5	25	22.5		20	0.7	17.5					
02066	3	2				350	550	750	18	15.5	9.5	3	1	18					
02066	4	2				0.5	0.8	1.1	25	22.5	13	3	0.5	12.5					
02067	1	2				2.5		3.5	1000	700				700					
02067	2	2				1.5		2.5	2	2		2	0.7	2					
02067	3	2				350	550	750	1	1	1	1	1	1					
02067	4	2				0.5	0.8	1.1	1	1	1	1	0.5	1					
02068	1	2				2.5		3.5	1500	1000				1000					
02068	2	2				1.5		2.5	6	4.5		3	0.7	6					
02068	3	2				350	550	750	4	3.5	3	3	1	4					
02068	4	2				0.5	0.8	1.1	5	4	3	3	0.5	5					
02069	1	2				2.5		3.5	2000	1500				1500					
02069	2	2				1.5		2.5	15	12.5		10	0.7	15					
02069	3	2				350	550	750	8	6.5	5	3	1	8					
02069	4	2				0.5	0.8	1.1	12	10	6.5	3	0.5	12					
02070	1	2				2.5		3.5	2500	2000				2000					
02070	2	2				1.5		2.5	20	18.5		17	0.7	20					
02070	3	2				350	550	750	13	10.5	7	3	1	13					
02070	4	2				0.5	0.8	1.1	20	17.5	11	3	0.5	20					
02071	1	2				2.5		3.5	3000	2500				2500					
02071	2	2				1.5		2.5	25	22.5		20	0.7	25					
02071	3	2				350	550	750	18	15.5	9.5	3	1	18					
02071	4	2				0.5	0.8	1.1	25	22.5	13	3	0.5	25					
02072	1	2				2.5		3.5	1000	500				500					
02072	2	2				1.5		2.5	2.5	2		1.5	0.6	1.2					
02072	3	2				200	400	600	1.5	1	1	1	1	1					
02072	4	2				0.3	0.6	1	1.5	1	1	1	0.5	0.5					
02073	1	2				2.5		3.5	1500	1000				1000					
02073	2	2				1.5		2.5	6.5	4		3	0.6	1.8					
02073	3	2				200	400	600	4	3	2	2	1	2					
02073	4	2				0.3	0.6	1	4	3	2	2	0.5	1					
02074	1	2				2.5		3.5	2000	1500				1500					
02074	2	2				1.5		2.5	10.5	8.5		6.5	0.6	4.2					
02074	3	2				200	400	600	6.5	5	4	3	1	4					
02074	4	2				0.3	0.6	1	8.5	6.5	5	3	0.5	2.5					
02075	1	2				2.5		3.5	2500	2000				2000					
02075	2	2				1.5		2.5	19.5	15.5		11.5	0.6	7.8					
02075	3	2				200	400	600	10.6	8.5	6.5	3	1	7					
02075	4	2				0.3	0.6	1	15.6	12.5	8	3	0.5	5					
02076	1	2				2.5		3.5	1000	500				500					
02076	2	2				1.5		2.5	2.5	2		1.5	0.6	1.2					
02076	3	2				200	400	600	1.5	1	1	1	1	1					
02076	4	2				0.3	0.6	1	1.5	1	1	1	0.5	0.5					
02077	1	2				2.5		3.5	1500	1000				1000					
02077	2	2				1.5		2.5	6.5	4		3	0.6	3					
02077	3	2				200	400	600	4	3	2	2	1	4					
02077	4	2				0.3	0.6	1	4	3	2	2	0.5	2					
02078	1	2				2.5		3.5	2000	1500				1500					
02078	2	2				1.5		2.5	10.5	8.5		6.5	0.6	6					
02078	3	2				200	400	600	6.5	5	4	3	1	6					
02078	4	2				0.3	0.6	1	8.5	6.5	5	3	0.5	4					
02079	1	2				2.5		3.5	2500	2000				2000					
02079	2	2				1.5		2.5	19.5	15.5		11.5	0.6	10.8					
02079	3	2				200	400	600	10.6	8.5	6.5	3	1	10					
02079	4	2				0.3	0.6	1	15.6	12.5	8	3	0.5	7.5					
02080	1	2				2.5		3.5	1000	500				500					
02080	2	2				1.5		2.5	2.5	2		1.5	0.7	1.4					
02080	3	2				200	400	600	1.5	1	1	1	1	1					
02080	4	2				0.3	0.6	1	1.5	1	1	1	0.6	0.6					
02081	1	2				2.5		3.5	1500	1000				1000					
02081	2	2				1.5		2.5	6.5	4		3	0.7	2.1					
02081	3	2				200	400	600	3	2.5	2	2	1	2					
02081	4	2				0.3	0.6	1	4	3	2	2	0.6	1.2					
02082	1	2				2.5		3.5	2000	1500				1500					
02082	2	2				1.5		2.5	11	9		7	0.7	4.9					
02082	3	2				200	400	600	6	5	4	3	1	4					
02082	4	2				0.3	0.6	1	9	7.5	5.5	3	0.6	3.6					
02083	1	2				2.5		3.5	2500	2000				2000					
02083	2	2				1.5		2.5	18	15.5		13	0.7	9.1					
02083	3	2				200	400	600	10	8.5	6	3	1	7					
02083	4	2				0.3	0.6	1	15	12.5	8	3	0.6	6					
02084	1	2				2.5		3.5	1000	500				500					
02084	2	2				1.5		2.5	2.5	2		1.5	0.7	1.4					
02084	3	2				200	400	600	1.5	1	1	1	1	1					
02084	4	2				0.3	0.6	1	1.5	1	1	1	0.6	0.6					
02085	1	2				2.5		3.5	1500	1000				1000					
02085	2	2				1.5		2.5	6.5	4		3	0.7	3.5					
02085	3	2				200	400	600	3	2.5	2	2	1	3					
02085	4	2				0.3	0.6	1	4	3	2	2	0.6	2.4					
02086	1	2				2.5		3.5	2000	1500				1500					
02086	2	2				1.5		2.5	11	9		7	0.7	7.7					
02086	3	2				200	400	600	6	5	4	3	1	6					
02086	4	2				0.3	0.6	1	9	7.5	5.5	3	0.6	5.4					
02087	1	2				2.5		3.5	2500	2000				2000					
02087	2	2				1.5		2.5	18	15.5		13	0.7	12.6					
02087	3	2				200	400	600	10	8.5	6	3	1	10					
02087	4	2				0.3	0.6	1	15	12.5	8	3	0.6	9					
02088	1	2				2.5		3.5	2500	2000									
02088	2	1	5.052	-0.84	om								0.6						
02088	3	1	2.299	-0.002	p2o5								1						
02088	4	1	2.613	-1.212	k								0.6						
02089	1	2				2.5		3.5	2500	2000									
02089	2	1	10.104	-1.69	om								0.6						
02089	3	1	4.599	-0.003	p2o5								1						
02089	4	1	5.225	-2.424	k								0.6						
02090	1	2				2.5		3.5	3125	2500									
02090	2	1	15.157	-2.53	om								0.6						
02090	3	1	6.899	-0.005	p2o5								1						
02090	4	1	7.838	-3.637	k								0.6						
02091	1	2				2.5		3.5	3125	2500									
02091	2	1	20.209	-3.37	om								0.6						
02091	3	1	9.198	-0.006	p2o5								1						
02091	4	1	10.451	-4.849	k								0.6						
02092	1	2				2.5		3.5	3750	3000									
02092	2	1	25.262	-4.22	om								0.6						
02092	3	1	11.498	-0.008	p2o5								1						
02092	4	1	13.064	-6.062	k								0.6						
02093	1	2				2.5		3.5	625	500									
02093	2	1	5.986	-0.9	om								0.6						
02093	3	1	2.624	-0.003	p2o5								1						
02093	4	1	3.02	-1.246	k								0.6						
02094	1	2				2.5		3.5	1250	1000									
02094	2	1	8.979	-1.36	om								0.6						
02094	3	1	3.937	-0.005	p2o5								1						
02094	4	1	4.53	-1.869	k								0.6						
02095	1	2				2.5		3.5	1250	1000									
02095	2	1	11.972	-1.81	om								0.6						
02095	3	1	5.249	-0.007	p2o5								1						
02095	4	1	6.04	-2.492	k								0.6						
02096	1	2				2.5		3.5	1875	1500									
02096	2	1	14.965	-2.26	om								0.6						
02096	3	1	6.561	-0.009	p2o5								1						
02096	4	1	7.55	-3.115	k								0.6						
02097	1	2				2.5		3.5	1875	1500									
02097	2	1	17.957	-2.71	om								0.6						
02097	3	1	7.873	-0.01	p2o5								1						
02097	4	1	9.059	-3.738	k								0.6						
02098	1	2				2.5		3.5	2500	2000									
02098	2	1	20.952	-3.16	om								0.6						
02098	3	1	9.185	-0.012	p2o5								1						
02098	4	1	10.564	-4.361	k								0.6						
02099	1	2				2.5		3.5	2500	2000									
02099	2	1	23.945	-3.62	om								0.6						
02099	3	1	10.498	-0.014	p2o5								1						
02099	4	1	12.079	-4.984	k								0.6						
02100	1	2				2.5		3.5	3125	2500									
02100	2	1	29.951	-4.53	om								0.6						
02100	3	1	13.122	-0.017	p2o5								1						
02100	4	1	15.099	-6.23	k								0.6						
02101	1	2				2.5		3.5	3000	2500									
02101	2	1	10.825	-2.53	om								0.7						
02101	3	1	5.651	-0.004	p2o5								1						
02101	4	1	7.458	-3.735	k								0.6						
02102	1	2				2.5		3.5	3000	2500									
02102	2	1	16.237	-3.8	om								0.7						
02102	3	1	8.476	-0.005	p2o5								1						
02102	4	1	11.188	-5.603	k								0.6						
02103	1	2				2.5		3.5	3000	2500									
02103	2	1	21.65	-5.07	om								0.7						
02103	3	1	11.302	-0.007	p2o5								1						
02103	4	1	14.917	-7.471	k								0.6						
02104	1	2				2.5		3.5	3000	2500									
02104	2	1	27.063	-6.33	om								0.7						
02104	3	1	14.128	-0.009	p2o5								1						
02104	4	1	18.647	-9.339	k								0.6						
02105	1	2				2.5		3.5	1500	1250									
02105	2	1	8.96	-1.89	om								0.7						
02105	3	1	3.364	-0.003	p2o5								1						
02105	4	1	6.488	-2.877	k								0.3						
02106	1	2				2.5		3.5	1500	1250									
02106	2	1	13.44	-2.83	om								0.7						
02106	3	1	5.046	-0.003	p2o5								1						
02106	4	1	9.731	-4.316	k								0.3						
02107	1	2				2.5		3.5	1500	1250									
02107	2	1	17.92	-3.78	om								0.7						
02107	3	1	6.728	-0.005	p2o5								1						
02107	4	1	12.975	-5.755	k								0.3						
02108	1	2				2.5		3.5	1500	1250									
02108	2	1	22.401	-4.72	om								0.7						
02108	3	1	8.41	-0.006	p2o5								1						
02108	4	1	16.219	-7.193	k								0.3						
02109	1	2				2.5		3.5	1000	500				500					
02109	2	2				1.5		2.5	2.2	1.8		1.6	0.7	1.4					
02109	3	2				200	400	600	1.7	1.4	1.2	1	1	1					
02109	4	2				0.3	0.6	1	2.4	1.9	1.7	1.5	1	1.5					
02110	1	2				2.5		3.5	1500	1000				1000					
02110	2	2				1.5		2.5	4.4	3.6		3.2	0.7	2.5					
02110	3	2				200	400	600	3.4	2.8	2.4	2	1	2.5					
02110	4	2				0.3	0.6	1	4.7	3.8	3.4	3	1	3					
02111	1	2				2.5		3.5	2000	1500				1500					
02111	2	2				1.5		2.5	8.7	7.4		6.9	0.7	4.9					
02111	3	2				200	400	600	5.2	4.2	3.7	3	1	4					
02111	4	2				0.3	0.6	1	7.1	5.8	5.1	3	1	5					
02112	1	2				2.5		3.5	2000	1500				1500					
02112	2	2				1.5		2.5	13	11.3		10.6	0.7	7.7					
02112	3	2				200	400	600	6.9	5.5	4.9	3	1	5.5					
02112	4	2				0.3	0.6	1	9.4	7.7	6.8	3	1	6.5					
02113	1	2				2.5		3.5	2500	2000				2000					
02113	2	2				1.5		2.5	17.5	15.4		14.6	0.7	10.8					
02113	3	2				200	400	600	8.6	6.9	6.1	3	1	6.9					
02113	4	2				0.3	0.6	1	11.8	9.6	8.6	3	1	8.6					
02114	1	4																사용량자체가없어서 C열 4번	
02114	2	3											0.5	2.9					
02114	3	1	3.528	-0.002	p2o5								1						
02114	4	1	4.768	-2.924	k								0.5						
02115	1	4																사용량자체가없어서 C열 4번	
02115	2	3											0.5	4					
02115	3	1	5.292	-0.004	p2o5								1						
02115	4	1	7.152	-4.386	k								0.5						
02116	1	4																사용량자체가없어서 C열 4번	
02116	2	3											0.5	5.2					
02116	3	1	7.056	-0.005	p2o5								1						
02116	4	1	9.536	-5.848	k								0.5						
02117	1	4																사용량자체가없어서 C열 4번	
02117	2	3											0.5	6.4					
02117	3	1	8.821	-0.006	p2o5								1						
02117	4	1	11.92	-7.31	k								0.5						
02118	1	2				2.5		3	1870	1500									
02118	2	1	11.705	-1.87	om								0.5						
02118	3	1	5.437	-0.005	p2o5								1						
02118	4	1	4.411	-2.296	k								0.7						
02119	1	2				2.5		3	1870	1500									
02119	2	1	19.509	-3.12	om								0.5						
02119	3	1	9.061	-0.008	p2o5								1						
02119	4	1	11.027	-5.739	k								0.7						
02120	1	2				2.5		3	2000	1500									
02120	2	1	10.3	-1.664	om								0.6						
02120	3	1	4.3	-0.007	p2o5								1						
02120	4	1	6.6	-3.8644	k								0.5						
02121	1	2				2.5		3	2000	1500									
02121	2	1	8.6	-0.311	om								0.5						
02121	3	1	5.4	-0.0062	p2o5								1						
02121	4	1	9	-1.4135	k								0.5						
02122	1	2				2.5		3	2000	1500									
02122	2	1	9.1	-1.019	om								0.5						
02122	3	1	5.2	-0.0038	p2o5								1						
02122	4	1	8.1	-0.5782	k								0.5						
02123	1	3												1500					
02123	2	3											1	7.4					
02123	3	3											1	7.9					
02123	4	3											1	6.4					
02124	1	3												1500					
02124	2	3											1	3.9					
02124	3	3											1	4.6					
02124	4	3											1	3.4					
02125	1	3												1500					
02125	2	3											1	13.8					
02125	3	3											1	11.5					
02125	4	3											1	11.3					
02126	1	3												1500					
02126	2	3											1	11					
02126	3	3											1	14.3					
02126	4	3											1	6.5					
02127	1	3												2000					
02127	2	3													18				
02127	3	3													14				
02127	4	3													12				
02128	1	2				3		5	1870	1500									
02128	2	1	17.369	-1.31	om								1	12					
02128	3	1	16.585	-5.052	log(p2o5)								1	4					
02128	4	1	2.014	-12.165	log(k)								1	6					
02129	1	2				3		5	1870	1500									
02129	2	1	43.423	-3.27	om								1	30					
02129	3	1	41.462	-12.632	log(p2o5)								1	10					
02129	4	1	5.035	-30.41	log(k)								1	15					
02130	1	2				3		5	1870	1500									
02130	2	1	52.108	-3.92	om								1	36					
02130	3	1	49.754	-15.158	log(p2o5)								1	12					
02130	4	1	6.041	-36.492	log(k)								1	18					
02131	1	2				3		5	2500	2000									
02131	2	1	60.792	-4.57	om								1	42					
02131	3	1	58.047	-17.684	log(p2o5)								1	14					
02131	4	1	7.048	-42.573	log(k)								1	21					
02132	1	2				3		5	2500	2000									
02132	2	1	69.477	-5.22	om								1	48					
02132	3	1	66.339	-20.21	log(p2o5)								1	16					
02132	4	1	8.055	-48.654	log(k)								1	21					
02133	1	2				3		5	2500	2000									
02133	2	1	78.161	-5.88	om								1	54					
02133	3	1	74.632	-22.736	log(p2o5)								1	18					
02133	4	1	9.061	-54.737	log(k)								1	27					
02134	1	2				3		5	3120	2500									
02134	2	1	86.846	-6.53	om								1	60					
02134	3	1	82.924	-25.262	log(p2o5)								1	20					
02134	4	1	10.069	-60.818	log(k)								1	30					
02135	1	2				2		3	2500	2000									
02135	2	1	21.22	-1.84	om								0.5						
02135	3	1	73.545	-29.394	log(p2o5)								1						
02135	4	1	27.291	-34.392	k								1						
02136	1	2				2		3	2500	2000									
02136	2	1	24.951	-2.17	om								0.5						
02136	3	1	109.375	-43.715	log(p2o5)								1						
02136	4	1	32.089	-40.438	k								1						
02137	1	2				2		3	2500	2000									
02137	2	1	17.613	-1.53	om								0.5						
